'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','251186000007-6391491','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','251186000008-6390787','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','251411000001-6391826','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','251411000002-6390823','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391711','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391712','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391713','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391714','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391715','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391716','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391717','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391718','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391719','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391720','WindowRama                              '
'1','2015-10-22 12:01:00','EAST BRUNSWICK                ','NJ ','088163077 ','974639090038-6391721','WindowRama                              '
'1','2015-10-22 12:01:00','HYDE PARK                     ','MA ','02136     ','LARGE BOX 21X15X12','Staples - Foxborough                    '
'1','2015-10-22 12:01:00','Parker                        ','CO ','80134     ','ACCES HK110','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:01:00','Parker                        ','CO ','80134     ','VWB2430B            SVL MP S TF NON N NNNN SST ALL C','Masco Cabinetry Q&M - Denver            '
'2','2015-10-22 12:01:00','ROCKLAND                      ','MA ','02370     ','.','Staples - Foxborough                    '
'1','2015-10-22 12:01:00','ROCKLAND                      ','MA ','02370     ','LARGE FLAT BOX 21X15X6','Staples - Foxborough                    '
'1','2015-10-22 12:01:00','TAUNTON                       ','MA ','02780     ','2016 Staples Monthly Desk Pad 22 x','Staples - Foxborough                    '
'1','2015-10-22 12:01:00','TAUNTON                       ','MA ','02780     ','HammerMill Copy Plus Copy Paper 8 1','Staples - Foxborough                    '
'1','2015-10-22 12:01:00','TAUNTON                       ','MA ','02780     ','HP 125A Black Toner Cartridges CB54','Staples - Foxborough                    '
'1','2015-10-22 12:01:00','TAUNTON                       ','MA ','02780     ','SMALL BOX 16X10.5X12 MRSI','Staples - Foxborough                    '
'1','2015-10-22 12:02:00','CASTRO VALLEY                 ','CA ','945466508 ','Sharp LC-55LE653U 55-Inch 1080p 60Hz Smart LED TV (2015 Model)','Amazon - 4000                           '
'1','2015-10-22 12:02:00','GENESEO                       ','IL ','61254     ','BASE DOUBLE DOOR','Masco Cabinetry KM - Chicago            '
'2','2015-10-22 12:02:00','GENESEO                       ','IL ','61254     ','HARDWARE ACCESSORIES','Masco Cabinetry KM - Chicago            '
'1','2015-10-22 12:02:00','GENESEO                       ','IL ','61254     ','MOLDING PLANT 2','Masco Cabinetry KM - Chicago            '
'1','2015-10-22 12:02:00','GENESEO                       ','IL ','61254     ','UV PANELS','Masco Cabinetry KM - Chicago            '
'1','2015-10-22 12:02:00','GENESEO                       ','IL ','61254     ','VANITY DOUBLE DOOR','Masco Cabinetry KM - Chicago            '
'1','2015-10-22 12:02:00','MARLBOROUGH                   ','MA ','01752     ','.','Staples - Foxborough                    '
'1','2015-10-22 12:02:00','MARLBOROUGH                   ','MA ','01752     ','small Box/Env/Vendor','Staples - Foxborough                    '
'1','2015-10-22 12:02:00','MILPITAS                      ','CA ','950356315 ','LG Electronics 60LF6100 60-Inch 1080p LED Smart TV (2015)','Amazon - 4000                           '
'1','2015-10-22 12:02:00','NEW ORLEANS                   ','LA ','70127     ','FULL CASE','DC #1127 Customer Delivery              '
'1','2015-10-22 12:02:00','NORTH HILLS                   ','CA ','913431331 ','Samsung UN60J6300 60-Inch 1080p Smart LED TV (2015 Model)','Amazon - 4000                           '
'1','2015-10-22 12:02:00','NORWOOD                       ','MA ','02062     ','8.5X11 LS PAPER WH 5000 PER CT','Staples - Foxborough                    '
'1','2015-10-22 12:02:00','San Marcos                    ','TX ','78666     ','TRIM KIT','Electrolux - San Marcos                 '
'1','2015-10-22 12:02:00','WARWICK                       ','RI ','02886     ','small Box/Env/Vendor','Staples - Foxborough                    '
'1','2015-10-22 12:02:00','WORCESTER                     ','MA ','01608     ','.','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000004-6391743','WindowRama                              '
'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000004-6391744','WindowRama                              '
'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000005-6390803','WindowRama                              '
'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000006-6391312','WindowRama                              '
